index,model_name,model_A,model_B,P({a} > {b}),P({a} == {b}),P({b} > {a}),left,within,right
457,rcnn,4500,7500,0.01124,0.81286,0.1759,0.01124,0.81286,0.1759
458,rcnn,4500,8000,0.0,0.99978,0.00022,0.0,0.99978,0.00022
459,rcnn,5000,5500,0.02712,0.97278,0.0001,0.02712,0.97278,0.0001
460,rcnn,5000,6000,0.05354,0.94176,0.0047,0.05354,0.94176,0.0047
461,rcnn,5000,6500,0.02036,0.97396,0.00568,0.02036,0.97396,0.00568
462,rcnn,5000,7000,0.00168,0.99766,0.00066,0.00168,0.99766,0.00066
463,rcnn,5000,7500,0.02944,0.90228,0.06828,0.02944,0.90228,0.06828
464,rcnn,5000,8000,0.00646,0.99354,0.0,0.00646,0.99354,0.0
465,rcnn,5500,6000,0.0,1.0,0.0,0.0,1.0,0.0
466,rcnn,5500,6500,4e-05,0.9987,0.00126,4e-05,0.9987,0.00126
467,rcnn,5500,7000,0.0,0.9992,0.0008,0.0,0.9992,0.0008
468,rcnn,5500,7500,0.00166,0.95588,0.04246,0.00166,0.95588,0.04246
469,rcnn,5500,8000,0.0,0.98266,0.01734,0.0,0.98266,0.01734
470,rcnn,6000,6500,0.0,0.99806,0.00194,0.0,0.99806,0.00194
471,rcnn,6000,7000,0.0,0.99862,0.00138,0.0,0.99862,0.00138
472,rcnn,6000,7500,0.0015,0.97164,0.02686,0.0015,0.97164,0.02686
473,rcnn,6000,8000,0.0,0.99818,0.00182,0.0,0.99818,0.00182
474,rcnn,6500,7000,0.0002,0.99962,0.00018,0.0002,0.99962,0.00018
475,rcnn,6500,7500,0.0,1.0,0.0,0.0,1.0,0.0
476,rcnn,6500,8000,0.00308,0.99692,0.0,0.00308,0.99692,0.0
477,rcnn,7000,7500,0.01904,0.97508,0.00588,0.01904,0.97508,0.00588
478,rcnn,7000,8000,0.00424,0.99556,0.0002,0.00424,0.99556,0.0002
479,rcnn,7500,8000,0.06264,0.93538,0.00198,0.06264,0.93538,0.00198
480,lstm,500,1000,0.0,0.4874,0.5126,0.0,0.4874,0.5126
481,lstm,500,1500,0.0,0.04496,0.95504,0.0,0.04496,0.95504
482,lstm,500,2000,0.0,0.01018,0.98982,0.0,0.01018,0.98982
483,lstm,500,2500,0.0,0.0018,0.9982,0.0,0.0018,0.9982
